,host_id,name,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
0,81292,the OCEAN HAVEN - FREE wifi,Laurel,t,"Fairhaven, Victoria, Australia",Surf Coast,5.0,$400.00,98.0
1,119103,Executive residence peaceful locale,Lynn,f,"Jan Juc, Victoria, Australia",Surf Coast,6.0,$500.00,100.0
2,357052,Otway foothills retreat,Craig,t,,Colac Otway,0.0,$283.00,94.0
3,462049,Sea-Lit - luxury plus stunning ocean views,David,f,"Port Fairy, Victoria, Australia",Moyne,4.0,$443.00,96.0
4,899909,Historic House with Sea Views,Tony,f,,Surf Coast,5.0,$500.00,100.0
5,1875131,"Charleson Farm - rural luxury, breathtaking views",Charleson,t,"Wensleydale, Victoria, Australia",Surf Coast,11.0,$476.00,98.0
6,1904475,Room with a river view & private bathroom,Les And Alison,t,"Highton, Victoria, Australia",Greater Geelong,2.0,$95.00,99.0
7,246509,"Satis Beach House, Great Ocean Road Linen provided",Fiona,t,"Aireys Inlet, Victoria, Australia",Surf Coast,4.0,$290.00,95.0
8,2377195,Riverbank Cottage Allenvale,Charles,t,,Surf Coast,4.0,$525.00,92.0
9,2416415,"Seahaven,  a room with a view",Lise,t,,Surf Coast,1.0,$133.00,99.0
10,2417695,Stunning City Townhouse,Darren And Yolanda,t,,Greater Geelong,4.0,$200.00,97.0
11,2577607,Point Lonsdale Holiday House,Alex,f,,Queenscliffe,6.0,$275.00,96.0
12,2626438,Hub for the Otway Ranges and Beyond,Ken,f,"Elliminyt, Victoria, Australia",Colac Otway,1.0,$100.00,90.0
13,2766274,"Beachfront Cottage - ""Amhurst""",Graham,t,"Port Fairy, Victoria, Australia",Moyne,1.0,$236.00,96.0
14,3005560,Beach House - A Perfect Sea View,John & Suzy,t,"Point Lonsdale, Victoria, Australia",Queenscliffe,1.0,$249.00,98.0
15,3429566,Rippleside beach townhouse Geelong,Jo,t,"North Geelong, Victoria, Australia",Greater Geelong,1.0,$120.00,98.0
16,3570625,Magic Apartment + Views@83 GREAT OCEAN ROAD Lorne,Kim,t,"Lorne, Victoria, Australia",Surf Coast,6.0,$414.00,94.0
17,1572722,Large House near Great Ocean Rd,Jacinta,t,"Fairhaven, Victoria, Australia",Surf Coast,8.0,$365.00,95.0
18,4036595,Fairhaven Retreat-Great Ocean Road,Irene,t,,Surf Coast,11.0,$223.00,94.0
19,4059412,Bondi Express 1,Geoff,f,"Codrington, Victoria, Australia",Moyne,3.0,$160.00,84.0
20,4140800,Beachside Entertainer - Apollo Bay,Stuart,f,,Colac Otway,2.0,$145.00,92.0
21,4154774,Inverness - Quiet Cottage in Otways,John,f,"Barwon Downs, Victoria, Australia",Colac Otway,3.0,$135.00,95.0
22,164384447,Eco Bay Holiday House Port Campbell.,Virginia,f,,Corangamite,2.0,$233.00,95.0
23,4393951,Sweet Dreams at Lara,Janita,f,"Lara, Victoria, Australia",Greater Geelong,2.0,$145.00,93.0
24,4422951,Tanarama: A Beach / Bush Retreat,Robert,f,,Surf Coast,7.0,$275.00,99.0
25,459921,ULTIMATE BEACHFRONT - Location and Views,Lorraine,f,,Surf Coast,2.0,$307.00,83.0
26,2417695,Beach House Apartment Eastern Beach,Darren And Yolanda,t,,Greater Geelong,3.0,$200.00,94.0
27,4456031,Point Lonsdale Beach House,Fiona,f,"Point Lonsdale, Victoria, Australia",Queenscliffe,2.0,$175.00,96.0
28,4069063,Nanna's House,Deborah,f,"Deans Marsh, Victoria, Australia",Surf Coast,3.0,$166.00,91.0
29,459921,AWESOME STUDIO - Stunning Sea Views,Lorraine,f,,Surf Coast,2.0,$307.00,89.0
30,459921,SUPREME POSITION -Amazing Coastline Views,Lorraine,f,,Surf Coast,5.0,$411.00,84.0
31,4526800,Entertainer on Great Ocean Road 4 bed holiday home,Chris,f,"Anglesea, Victoria, Australia",Surf Coast,4.0,$443.00,95.0
32,4541744,Apartment 35 - Close to Everything,Lucas,t,,Warrnambool,1.0,$173.00,97.0
33,4731549,Bells Beach Views,Marian,t,"Jan Juc, Victoria, Australia",Surf Coast,1.0,$174.00,96.0
34,4824121,Otway Ranges - boutique B&B,Carol,t,"Forrest, Victoria, Australia",Colac Otway,0.0,$215.00,99.0
35,4888844,Wilkin cottage,Sharon,t,"Strathdownie, Victoria, Australia",Glenelg,4.0,$110.00,95.0
36,4955998,GRAMPIANS HISTORIC TOBACCO KILN,Karen,t,"Moutajup, Victoria, Australia",Southern Grampians,3.0,$136.00,96.0
37,5027321,Affordable Beach House Vic,Kate,f,"St Leonards, Victoria, Australia",Greater Geelong,3.0,$130.00,92.0
38,5102281,WWW(WarmWarrnamboolWelcome),Helen (Sophie),t,"Warrnambool, Victoria, Australia",Warrnambool,3.0,$110.00,98.0
39,5293055,The Bay Beach Bungalow (Complimentary WIFI),Marie,t,,Colac Otway,1.0,$155.00,96.0
40,5709920,Great Ocean Road Hinterland Queen,Lisa,t,"Carlisle River, Victoria, Australia",Colac Otway,1.0,$200.00,99.0
41,5792522,Bells By The Beach dog-friendly house,Janice,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$257.00,100.0
42,6109815,"Family Beach House, Ocean Grove - Brisa Del Mar",Dale,f,"Ocean Grove, Victoria, Australia",Greater Geelong,8.0,$300.00,87.0
43,6154547,Bellamboathouse at Fairhaven,Chris,f,"Fairhaven, Victoria, Australia",Surf Coast,3.0,$223.00,94.0
44,6358765,"Briar cottage- cosy, relaxing,",Lorraine,t,,Queenscliffe,4.0,$186.00,97.0
45,6401049,Airey's Inlet Beach-house,Alison,t,"Aireys Inlet, Victoria, Australia",Surf Coast,8.0,$314.00,90.0
46,4549647,Lorne Penthouse - stunning water views,Zora,f,"Lorne, Victoria, Australia",Surf Coast,4.0,$307.00,96.0
47,5732565,Seagrape Cottage,Christine,t,"Ocean Grove, Victoria, Australia",Greater Geelong,7.0,$171.00,94.0
48,6398917,Ocean Sounds Spectacular Ocean View,Tanja,t,"Skenes Creek, Victoria, Australia",Colac Otway,4.0,$650.00,100.0
49,3046272,Portland Vic Aust Cape Nelson Retreat,Trevor And Laima,t,"Portland , Victoria, Australia",Glenelg,3.0,$450.00,98.0
50,6398917,Fisheye9 - Ocean views and sounds!,Tanja,t,"Skenes Creek, Victoria, Australia",Colac Otway,3.0,$261.00,97.0
51,4647935,"Homestead, WiFi, Linen, Fireplace, River,Spa Bath",Rejuvenate Stays,f,"Allansford, Victoria, Australia",Warrnambool,7.0,$315.00,96.0
52,7125284,"Starhaven Retreat, a Grand Design",Robert,t,"Indented Head, Victoria, Australia",Greater Geelong,1.0,$384.00,100.0
53,7230673,Anglesea Holiday Home - Sleeps 8!,Belinda,t,"Anglesea, Victoria, Australia",Surf Coast,6.0,$275.00,94.0
54,7277677,Airey's on Hartley- Great Ocean Rd,Tim,t,"Aireys Inlet, Victoria, Australia",Surf Coast,6.0,$206.00,99.0
55,81292,LA PEROUSE- Small hotel by the sea,Laurel,t,"Lorne, Victoria, Australia",Surf Coast,1.0,$420.00,99.0
56,7710444,Golfview Lorne,Brook,f,"Lorne, Victoria, Australia",Surf Coast,7.0,$524.00,91.0
57,8016448,Workers Playtime House Barwon Heads,Glenn,f,,Greater Geelong,7.0,$381.00,90.0
58,8035610,Otway Mud Brick House,Sally,f,"Lorne, Victoria, Australia",Surf Coast,4.0,$340.00,99.0
59,8040161,"4 Bed, 2 Living Room Home overlooking Tree Tops",Claire,f,"Anglesea, Victoria, Australia",Surf Coast,7.0,$420.00,100.0
60,901220,South Geelong Studio Apartment,Carlo And Jeni,t,"South Geelong, Victoria, Australia",Greater Geelong,2.0,$100.00,99.0
61,8641535,B&B Barrabool Hills Retreat.,Lorelle,f,"Barrabool, Victoria, Australia",Surf Coast,3.0,$75.00,87.0
62,8641535,"Barrabool Hills Retreat B&B, Vic.",Lorelle,f,"Barrabool, Victoria, Australia",Surf Coast,3.0,$75.00,95.0
63,8716182,Jindibah Bird Haven,Leanne,f,,Surf Coast,4.0,$169.00,88.0
64,3784933,Port Fairy Close to Beaches & Shops,Trish,t,"Port Fairy, Vic, Australia",Moyne,8.0,$300.00,93.0
65,8819052,Cabin near the sea,Antonia,t,"Aireys Inlet, Victoria, Australia",Surf Coast,2.0,$125.00,93.0
66,8857419,Ocean views and walk to the beach,Andrew,f,"Wye River, Victoria, Australia",Colac Otway,3.0,$311.00,96.0
67,9278022,Elizabeth Margaret Brady Cottage,Damien And Adele,t,"Port Fairy, Victoria, Australia",Moyne,2.0,$160.00,97.0
68,5709920,Great Ocean Road Hinterland Double,Lisa,t,"Carlisle River, Victoria, Australia",Colac Otway,1.0,$180.00,99.0
69,9494624,Torquay B&B with separate entrance and courtyard,Judy,f,"Torquay, Victoria, Australia",Surf Coast,1.0,$130.00,98.0
70,9541553,AireysEscape Coastal Heathlands Apt,Tania,f,,Surf Coast,3.0,$198.00,100.0
71,9541553,Aireys Escape - Oceanview Studio,Tania,f,,Surf Coast,1.0,$178.00,100.0
72,9653994,Captain's Quarters Apollo Bay,Heather,f,,Colac Otway,3.0,$138.00,96.0
73,9692808,Lonsdale Palms an elegant Heritage House,Susanne,f,"Point Lonsdale, Victoria, Australia",Queenscliffe,4.0,$461.00,100.0
74,8371524,Edwardia,Julene,f,"Camperdown, Victoria, Australia",Corangamite,4.0,$120.00,89.0
75,9692808,Ruby cottage It's all here enjoy!,Susanne,f,,Queenscliffe,3.0,$353.00,97.0
76,9692808,Secluded luxury  Jade cottage,Susanne,f,"Point Lonsdale, Victoria, Australia",Queenscliffe,1.0,$226.00,99.0
77,2066864,"2 minutes to beach, river, cafes!",Christine,f,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$389.00,98.0
78,9978772,A Bed on Beattie,Rick,t,,Colac Otway,1.0,$169.00,99.0
79,5111630,Welcome to Geelong,Chris,f,,Greater Geelong,1.0,$120.00,95.0
80,10158581,Traditional Farm Cottage by River,Ivy,f,"Strathdownie, Victoria, Australia",Glenelg,4.0,$160.00,97.0
81,10199075,Secluded Luxury by Great Ocean Road,Catherine,t,"Big Hill via Lorne, Victoria, Australia",Surf Coast,5.0,$380.00,92.0
82,10259622,Ocean View Luxury,Mick,f,,Moyne,5.0,$300.00,93.0
83,5655335,Barwon Heads: between the beach and golf course,Stephen,f,"Barwon Heads, Victoria, Australia",Greater Geelong,3.0,$360.00,97.0
84,10353886,Great Ocean Road: Wonderful Views,Jeremy,t,"Wye River, Victoria, Australia",Colac Otway,6.0,$271.00,93.0
85,10462581,Barwon Heads Ozone Family Getaway,Jodie,f,"Barwon Heads, Victoria, Australia",Greater Geelong,3.0,$550.00,100.0
86,10512132,SALT - steps from the beach and main st,Elizabeth,t,"Apollo Bay, Victoria, Australia",Colac Otway,2.0,$266.00,93.0
87,8581942,Port House-Port Campbell 12Apostles,Anne,f,"Port Campbell, Victoria, Australia",Corangamite,7.0,$131.00,93.0
88,8581942,Port House Cottage -12 Apostles,Anne,f,"Port Campbell, Victoria, Australia",Corangamite,4.0,$109.00,90.0
89,5140385,Cocoon on the Great Ocean Road,Lisa,t,"Grey River, Victoria, Australia",Colac Otway,0.0,$190.00,93.0
90,10647271,"Ocean and River Views, 4Bdrm home!!",Natalie,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$309.00,92.0
91,10661100,Bird Rock B&B - Self-contained room near the beach,Linda,t,"Jan Juc, Victoria, Australia",Surf Coast,1.0,$104.00,97.0
92,4059412,Gooseberry Cottage,Geoff,f,"Yambuk, Victoria, Australia",Moyne,4.0,$160.00,90.0
93,4059412,Olive Tree Cottage,Geoff,f,"Yambuk, Victoria, Australia",Moyne,2.0,$160.00,77.0
94,8229302,"Killala Retreat, Apollo Bay",Mark,t,"Apollo Bay, Victoria, Australia",Colac Otway,4.0,$290.00,99.0
95,4059412,Port Fairy Flyer 1,Geoff,f,"Codrington, Victoria, Australia",Moyne,1.0,$130.00,86.0
96,4059412,Overland Train Carriage 1,Geoff,f,"Codrington, Victoria, Australia",Moyne,1.0,$130.00,86.0
97,4059412,Courtyard Chalet,Geoff,f,"Codrington, Victoria, Australia",Moyne,1.0,$90.00,90.0
98,10814850,Seacroft Room 7 - Twin beds - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,2.0,$75.00,86.0
99,10814850,Seacroft Room 8 - Three beds - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,3.0,$97.00,88.0
100,10817453,"Spectacular ocean, cliff & lighthouse views",Bohdan,t,"Anglesea, Victoria, Australia",Surf Coast,1.0,$239.00,100.0
101,10814850,Seacroft Room 16 - Queen bed - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,89.0
102,10814850,Seacroft Room 14 - double bed - STUNNING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,89.0
103,10814850,Seacroft Room 13 - King - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,88.0
104,10814850,Seacroft Room 9 - Queen Bed - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,87.0
105,10814850,Seacroft Room 6 - LUXURY King bed - GREAT LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,90.0
106,2417695,The White House - Geelong CBD,Darren And Yolanda,t,,Greater Geelong,3.0,$140.00,95.0
107,10896854,Central Anglesea Holiday Rental,Gaynor,f,"Anglesea, Victoria, Australia",Surf Coast,6.0,$217.00,95.0
108,10902275,"Large, nice house in good position",Darren,t,,Moyne,5.0,$350.00,97.0
109,10814850,Seacroft Room 2 - 3 beds - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,3.0,$96.00,86.0
110,5038885,"Quiet, secluded - 3km from GPO",Robyn & Robert,t,"Warrnambool, Victoria, Australia",Warrnambool,3.0,$125.00,96.0
111,11004106,Lawson's Cottage,Noel And Joan,t,"Geelong, Victoria, Australia",Greater Geelong,3.0,$251.00,99.0
112,11007504,Amelda's Towerhill - spacious and quiet,Mary,t,"Illowa, Victoria, Australia",Moyne,5.0,$540.00,97.0
113,4755363,Ocean Grove Bright & Breezy!,Lori,f,"Ocean Grove, Victoria, Australia",Greater Geelong,1.0,$150.00,94.0
114,11025062,Calgary House & Cottage,Heather,t,,Moyne,3.0,$185.00,99.0
115,11030818,Cosy self-contained bungalow,Virginia And Daniel,t,,Moyne,1.0,$58.00,93.0
116,11077650,HOBSON BUNGALOW,David,f,"Queenscliff, Victoria, Australia",Queenscliffe,1.0,$138.00,92.0
117,11077650,SEABREEZE APARTMENT,David,f,"Queenscliff, Victoria, Australia",Queenscliffe,1.0,$219.00,91.0
118,11025062,Killara House Accommodation,Heather,t,"Killarney, Victoria, Australia",Moyne,1.0,$200.00,100.0
119,11025062,The Cottage at Calgary  Killarney,Heather,t,,Moyne,1.0,$150.00,93.0
120,11272538,BYRON@Portarlington,Belinda,f,,Greater Geelong,4.0,$394.00,99.0
121,11273845,Garland Cottage Bed and Breakfast,Rosie,f,"Hamilton, Victoria, Australia",Southern Grampians,2.0,$170.00,99.0
122,10814850,Entire Seacroft Historic Ocean Front Guesthouse,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,24.0,"$1,799.00",95.0
123,11372818,Anglesea beach house - 3BR Sleeps 6,Robin,f,,Surf Coast,4.0,$200.00,86.0
124,6358765,"Stable Door- unique stay, close to Avalon Airport",Lorraine,t,"Lara, Victoria, Australia",Greater Geelong,1.0,$125.00,98.0
125,11675918,Hopetoun St Guest House Downstairs,Lizzy,t,"Allansford, Victoria, Australia",Warrnambool,1.0,$65.00,95.0
126,11778616,Bed of Roses,Emily,t,"Apollo Bay, Victoria, Australia",Colac Otway,3.0,$283.00,98.0
127,11915742,Nestled In The Bay 1 BEDRM Cottage,Melissa,f,,Colac Otway,1.0,$250.00,98.0
128,7120658,Otway's Loft: Unique 3 storey Log & Train House.,Fleur,t,"Forrest, Victoria, Australia",Colac Otway,7.0,$389.00,97.0
129,8861699,Sommarhus Port Fairy,Andrea,t,"Port Fairy, Victoria, Australia",Moyne,4.0,$321.00,99.0
130,12300572,Seafarers Getaway Beach View Lodge,Warrick,t,"Apollo Bay, Victoria, Australia",Colac Otway,3.0,$360.00,95.0
131,12300572,Seafarers Getaway Beach Studio Unit,Warrick,t,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$280.00,97.0
132,12330560,Surfers Palace Torquay,Bindy,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$379.00,96.0
133,11181664,Chianti Cottages - Casa Giuliana,Calina,t,,Surf Coast,2.0,$254.00,98.0
134,12330560,The Riders Palace - Gateway to Forrest MTB Trails,Bindy,t,"Forrest, Victoria, Australia",Colac Otway,3.0,$286.00,87.0
135,12269016,Grampians View Bed & Breakfast,Eda,f,,Southern Grampians,3.0,$160.00,95.0
136,12300572,Seafarers Getaway Beach View Lodge #2,Warrick,t,,Colac Otway,3.0,$360.00,96.0
137,12683575,Flinders Park Cottage - Portland,Sally,t,,Glenelg,5.0,$206.00,97.0
138,4059412,Settlers Luxury Cottage,Geoff,f,"Yambuk, Victoria, Australia",Moyne,1.0,$160.00,76.0
139,2650414,Beach Retreat,Nereo,t,,Surf Coast,3.0,$325.00,97.0
140,2192322,Kiss Me Too Beach Shack clean comfortable & handy,Sara,f,"Anglesea, Victoria, Australia",Surf Coast,4.0,$299.00,100.0
141,12745318,Studio apartment,Fay,t,,Greater Geelong,1.0,$124.00,98.0
142,7282388,'The Seaside' at Kookaburra Cottages Retreat,"Mike, Lesley & Ebony",t,"Petticoat Creek, Victoria, Australia",Colac Otway,3.0,$378.00,98.0
143,13045850,Beach house in seaside village,Vicki,t,,Queenscliffe,5.0,$145.00,96.0
144,13498803,Aqua Beach House. Great Ocean Road.,Maureen,t,"Moggs Creek, Victoria, Australia",Surf Coast,4.0,$289.00,98.0
145,13546459,Daysy Hill Country Cottages - Spa Suite,Lauren,t,"Port Campbell, Victoria, Australia",Corangamite,1.0,$211.00,95.0
146,13545834,On Corsair Bed & Breakfast,Michelle,t,"Torquay, Victoria, Australia",Surf Coast,2.0,$220.00,99.0
147,13546459,Daysy Hill Country Cottages - Two Bedroom Cottage Split Level,Lauren,t,"Port Campbell, Victoria, Australia",Corangamite,4.0,$292.00,98.0
148,13712146,balinese inspired pavilion set in a secret garden,Toni,t,"Port Fairy, Victoria, Australia",Moyne,1.0,$150.00,99.0
149,2356292,Spacious House  with Sea Views,Andrea,f,"Torquay, Victoria, Australia",Surf Coast,7.0,$320.00,92.0
150,2416415,The Shack,Lise,t,"Aireys Inlet, Victoria, Australia",Surf Coast,5.0,$250.00,95.0
151,14059282,SOUTHERN OCEAN VILLA 9,Christie,t,,Corangamite,4.0,$266.00,95.0
152,11466342,Murahnyi Break By The Sea,Cate,t,"Torquay, Victoria, Australia",Surf Coast,2.0,$123.00,97.0
153,14299990,Split Point Cottage,David,f,,Surf Coast,4.0,$185.00,89.0
154,14302012,Ocean Grove - Walk To Beach,Keith,f,"Ocean Grove, Victoria, Australia",Greater Geelong,1.0,$109.00,94.0
155,367737,#1 dog friendly OPPOSITE the BEACH,Elizabeth,f,"Torquay, Victoria, Australia",Surf Coast,0.0,$296.00,100.0
156,10814850,Seacroft Room 11 - Two Bunks - AMAZING LOCATION,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,4.0,$106.00,88.0
157,470109,Moggs beach house - Great Ocean Rd,Theo,t,"Moggs Creek, Victoria, Australia",Surf Coast,8.0,$243.00,98.0
158,11675918,Hopetoun St Guest House Bedroom 3,Lizzy,t,"Allansford, Victoria, Australia",Warrnambool,3.0,$56.00,97.0
159,14761863,Surf Cottage - Luxury beach getaway,Stewart,f,"Ocean Grove, Victoria, Australia",Greater Geelong,3.0,$200.00,95.0
160,14773690,Scully Mill Studios - Monet Suite (Unit for Two),Peter,t,,Colac Otway,1.0,$175.00,97.0
161,14863289,Bushland Retreat-experience nature,Helen,f,"Portland, Victoria, Australia",Glenelg,1.0,$120.00,95.0
162,14960190,Oceanview Loft,Chris,f,"Port Fairy, Victoria, Australia",Moyne,2.0,$80.00,88.0
163,6201626,Pennyroyal Valley View,Michelle & Andrew,t,"Deans Marsh, Victoria, Australia",Surf Coast,2.0,$183.00,99.0
164,7843175,Kerri's Place-Spacious Private Comfortable,Kerrilea,t,"Ocean Grove, Victoria, Australia",Greater Geelong,1.0,$100.00,98.0
165,1787580,South Beach Haven - Luxury suite,Julia,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$195.00,100.0
166,12940467,Birregurra - 1960's .(Lorne 30 min./TeaHouse 250m),Arnie,f,"Birregurra, Victoria, Australia",Colac Otway,3.0,$250.00,91.0
167,1787580,South Beach Haven Luxury Studio,Julia,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$216.00,98.0
168,15631384,Beach across the Road,Katrina,f,"Ocean Grove, Victoria, Australia",Greater Geelong,8.0,$364.00,93.0
169,10800241,"Casual, Comfy & Convenient  home",Leanne,f,"Warrnambool, Victoria, Australia",Warrnambool,4.0,$245.00,98.0
170,12427664,Beach house with great ocean views,Barbara,t,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$250.00,98.0
171,16152573,Beach Holiday Cottage ApolloBay 2BR,Fiona,f,"Apollo Bay, Victoria, Australia",Colac Otway,4.0,$206.00,91.0
172,16266564,One Bedroom Unit HARBOUR VIEWS,Leigh,f,"Portland, Victoria, Australia",Glenelg,1.0,$162.00,93.0
173,704875,Great Ocean Road - Iconic Location,Philip,t,"Grey River, Victoria, Australia",Colac Otway,5.0,$132.00,97.0
174,16311219,Lorne Surfdogz -Luxury pet friendly,Steve,t,"Lorne, Victoria, Australia",Surf Coast,1.0,$174.00,97.0
175,16605212,Lovely Jan Juc Beach house short walk to beach!,Cormac,f,"Jan Juc, Victoria, Australia",Surf Coast,3.0,$600.00,80.0
176,16357093,Butlers Bend Holiday Villa,John,f,"Aireys Inlet, Victoria, Australia",Surf Coast,3.0,$300.00,99.0
177,16642069,"Mews style suites, unique accomm.",Pamela,f,,Warrnambool,1.0,$180.00,97.0
178,16642069,Mews style 3 room suite.,Pamela,f,"Warrnambool, Victoria, Australia",Warrnambool,1.0,$160.00,94.0
179,17054915,BIG4 Port Fairy -Contemporary art deco unit,Jenni,t,,Moyne,1.0,$242.00,90.0
180,17271764,Otway Fields - Near Brae Restaurant & Forrest,Ami,f,"Gerangamete, Victoria, Australia",Colac Otway,0.0,$226.00,100.0
181,17310889,Periton Lodge: Wye River - Separation Creek.,Jen,f,"Separation Creek, Victoria, Australia",Colac Otway,7.0,$229.00,96.0
182,20139994,little beach house,Paul,f,"Apollo Bay, Victoria, Australia",Colac Otway,1.0,$263.00,98.0
183,17440941,Olive View - Holiday accommodation,Bec,f,"Portarlington, Victoria, Australia",Greater Geelong,0.0,$333.00,96.0
184,17477637,QUEENSCLIFF - Book a Feb or March Beach Break NOW!,Glenys,t,"Queenscliff, Victoria, Australia",Queenscliffe,2.0,$166.00,98.0
185,17571756,Crabapples Birregurra: Self-contained Cottage,Terrie,t,"Birregurra, Victoria, Australia",Colac Otway,2.0,$185.00,99.0
186,17019721,Cape Otway Retreat,Geoffrey,t,"Cape Otway, Victoria, Australia",Colac Otway,1.0,$189.00,95.0
187,17895331,Eighty Nine West Anglesea,Megan,t,,Surf Coast,6.0,$550.00,97.0
188,9000700,"""The Long House"" Just a little bit Viking!",Leigh,t,"Belmont, Victoria, Australia",Greater Geelong,1.0,$116.00,99.0
189,16266564,SEA VIEWS Central 2 Bed Apartment,Leigh,f,,Glenelg,3.0,$180.00,93.0
190,18110185,A Treehouse by the Seaside,Diarmuid,f,"Lorne, Victoria, Australia",Surf Coast,5.0,$249.00,89.0
191,18445503,SEAGULLS House in Queenscliff,Alissa And Graeme,t,,Queenscliffe,6.0,$340.00,100.0
192,18494898,Forrest Ti Tree Cottages - Cottage 2,Carolyn,t,"Forrest, Victoria, Australia",Colac Otway,5.0,$195.00,94.0
193,18435295,Cosy Cottage in a Bush Setting,Rod & Hazel,t,,Corangamite,1.0,$175.00,98.0
194,18862365,Garden Retreat close to Avalon,Kym,f,"Lara, Victoria, Australia",Greater Geelong,4.0,$143.00,98.0
195,18908758,Garden Cottage -  short walk to beach,Deb,t,"Apollo Bay, Victoria, Australia",Colac Otway,3.0,$236.00,99.0
196,12300572,Seafarers Getaway Top Lodge,Warrick,t,,Colac Otway,0.0,$360.00,96.0
197,19276773,"100Hitchcock. Accessible, Centre of Barwon Heads",Grant And Kerry,f,"Barwon Heads, Victoria, Australia",Greater Geelong,6.0,$466.00,95.0
198,19365812,Anglesea Beach Bungalow,Chris,f,"Anglesea, Victoria, Australia",Surf Coast,4.0,$295.00,99.0
199,81292,the STUDIO #lornecollection,Laurel,t,"Lorne, Victoria, Australia",Surf Coast,1.0,$164.00,97.0
200,16850161,Chardonnay Suite at rear homestead,Jennifer,t,"Hamilton, Victoria, Australia",Southern Grampians,2.0,$140.00,95.0
201,16850161,Pinot Suite at Rear Homestead,Jennifer,t,"Hamilton, Victoria, Australia",Southern Grampians,1.0,$140.00,95.0
202,19755569,Carisbrook Cottage Queenscliff,Barb,f,"Queenscliff, Victoria, Australia",Queenscliffe,3.0,$126.00,95.0
203,19723359,Lobster on Barwon Modern Beachhouse,Ally,f,"Barwon Heads, Victoria, Australia",Greater Geelong,7.0,$350.00,92.0
204,19814649,"The Gallery, bed and breakfast",Penny,f,"Torquay, Victoria, Australia",Surf Coast,1.0,$180.00,96.0
205,19815049,"""76MAIN""   -  Pet Friendly Cottage",Graeme,f,"Birregurra, Victoria, Australia",Colac Otway,2.0,$190.00,98.0
206,10397953,Whitesbeach Guesthouse,Maria,t,"Torquay, Victoria, Australia",Surf Coast,15.0,"$2,750.00",97.0
207,19814649,The Gallery Bed and Breakfast,Penny,f,,Surf Coast,1.0,$180.00,
208,19711207,Lge 2B/room Apt. with O/S parking,Trish,t,"Belmont, Victoria, Australia",Greater Geelong,4.0,$160.00,98.0
209,136202,"Lorne Holiday House, has Foxtel with Sport.",Joyce,t,"Lorne, Victoria, Australia",Surf Coast,10.0,$407.00,93.0
210,11181664,Chianti Cottages - Casa Gian,Calina,t,,Surf Coast,1.0,$151.00,95.0
211,10397953,Whitesbeach - Prince Suite,Maria,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$420.00,97.0
212,3578710,Perfect 3BD in Amazing Location with WIFI,Steven,t,"Lorne, Victoria, Australia",Surf Coast,5.0,$419.00,95.0
213,20047059,Anglesea - location location,Julianne,f,"Anglesea, Victoria, Australia",Surf Coast,3.0,$412.00,98.0
214,18031026,Amicus…10 houses from the beach,Rachel,f,,Queenscliffe,9.0,$393.00,100.0
215,20457057,Ramsgate House - relaxation at its best,David,f,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$600.00,92.0
216,20547636,Lorne Holiday House,Julie,f,,Surf Coast,6.0,$500.00,91.0
217,20626578,Herons Rest,Belinda,f,"Marengo, Victoria, Australia",Colac Otway,3.0,$310.00,90.0
218,20783972,Golden Beach Retreat Loft,Jodie,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$235.00,97.0
219,3570625,escape @ dlux + aphrasia St Close to CBD Geelong,Kim,t,"Newtown, Victoria, Australia",Greater Geelong,3.0,$194.00,94.0
220,20674420,Lighthouse Lodge,Lighthouse Lodge,t,"Warrnambool, Victoria, Australia",Warrnambool,3.0,$271.00,98.0
221,7883324,"1930 Prater's cottage, Queenscliff",Jill,t,"Queenscliff, Victoria, Australia",Queenscliffe,4.0,$194.00,99.0
222,20911840,Wongarra Farm Homestead,Roderick,f,,Colac Otway,6.0,$393.00,98.0
