,host_id,name,host_name,host_is_superhost,neighbourhood,neighbourhood_cleansed,beds,price,review_scores_rating
3590,303002647,Angela's Beach Stays - Executive Suite,Joshua,f,,Colac Otway,1.0,$155.00,100.0
3591,299583664,Beautiful room in brand new stylish home,Umme,f,,Greater Geelong,1.0,$59.00,96.0
3592,12071935,Large Torquay House,Tod,t,"Torquay, Victoria, Australia",Surf Coast,5.0,$244.00,98.0
3593,84586909,Apartment 28 Pacific Apartments,Great Ocean Road Holidays,f,,Surf Coast,4.0,$365.00,90.0
3594,53123379,Kookaburra at Ocean Acres Retreat,Martyn,t,"Lorne, Victoria, Australia",Surf Coast,1.0,$201.00,100.0
3595,258112026,Lakes Craters & Great Ocean Road all so close,Mick & Loreto,t,"Tandarook, Victoria, Australia",Corangamite,1.0,$88.00,100.0
3596,65418102,Book 4 Easter-sleeps 15-great location-perfect4fam,Carolyn,f,,Surf Coast,7.0,$800.00,92.0
3597,303002647,Angela's Beach Stays - Queen Shared 2,Joshua,f,,Colac Otway,1.0,$200.00,80.0
3598,98362024,Comfortable Two Bedroom Unit AS125,Great Ocean Retreats,f,,Surf Coast,3.0,$286.00,100.0
3599,173429646,Torquay Escape,Sally - Airready,f,"Torquay, Victoria, Australia",Surf Coast,4.0,$314.00,89.0
3600,303606573,The Great Ocean Rd Shack,Deb,f,"Peterborough, Victoria, Australia",Corangamite,4.0,$143.00,85.0
3601,42885885,Torquay family beach retreat,Alison,t,"Torquay, Victoria, Australia",Surf Coast,6.0,$380.00,100.0
3602,303771258,Historic Central Cottage,Natalie,f,,Warrnambool,4.0,$264.00,100.0
3603,303755527,Fairy park;  Staughton Vale Vineyard,Lingmei Lily,f,,Greater Geelong,1.0,$144.00,60.0
3604,33386921,"Barwon Stays - walk to beach, river, shops & golf",Kim,t,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$397.00,100.0
3605,51748440,Koomeela Ocean Views 17,Reservations Team,f,"Torquay, Victoria, Australia",Surf Coast,3.0,$427.00,73.0
3606,203740724,The Gelli House - a restored old farm house.,Lisa,t,,Colac Otway,5.0,$220.00,99.0
3607,51748440,Coast Drive Beach and Golf 31,Reservations Team,f,,Surf Coast,4.0,$427.00,20.0
3608,303988347,Edgewater 109,Geelong,f,,Greater Geelong,1.0,$259.00,70.0
3609,303988347,Edgewater 207,Geelong,f,,Greater Geelong,1.0,$259.00,89.0
3610,303988347,Cogens Place,Geelong,f,,Greater Geelong,2.0,$362.00,71.0
3611,303988347,Edgewater 108,Geelong,f,,Greater Geelong,1.0,$329.00,90.0
3612,304001470,"Family friendly beach home in Jan Juc, Torquay",Siwan,f,"Jan Juc, Victoria, Australia",Surf Coast,5.0,"$1,000.00",100.0
3613,303988347,Pier Point 101,Geelong,f,,Greater Geelong,2.0,$329.00,77.0
3614,62317362,Forrest Otway Cottage,Martin,f,,Colac Otway,5.0,$117.00,90.0
3615,303988347,Old World Charm on Shannon,Geelong,f,,Greater Geelong,8.0,$399.00,88.0
3616,303988347,Port Life Beach House,Geelong,f,,Greater Geelong,4.0,$282.00,84.0
3617,303988347,The Bay Apartment,Geelong,f,,Greater Geelong,4.0,$282.00,75.0
3618,304025802,"River 2C, Scenic views & close to facilities",Raymond,t,"Nelson, Victoria, Australia",Glenelg,3.0,$160.00,96.0
3619,303988347,The Beach House,Geelong,f,,Surf Coast,5.0,$439.00,78.0
3620,30666875,Deśa Retreat Tiny House,Emma,t,"Jan Juc, Victoria, Australia",Surf Coast,1.0,$172.00,100.0
3621,303755527,Fairy Park;  Staughton Vale Vineyard,Lingmei Lily,f,,Greater Geelong,2.0,$135.00,
3622,303755527,fairy park; Staughton valley winery,Lingmei Lily,f,,Greater Geelong,1.0,$198.00,
3623,129945846,CASTAWAY,Queenscliff And Coastal,f,"Point Lonsdale, vic, Australia",Greater Geelong,5.0,$531.00,
3624,54810289,Hamilton Townhouse,Andrea,f,,Southern Grampians,4.0,$127.00,
3625,304202663,Bayside by the Beach #1,Lynne,t,"Warrnambool, Victoria, Australia",Warrnambool,3.0,$183.00,98.0
3626,121949909,Family home a 10-min walk to beach and shops,Tim,f,,Surf Coast,3.0,$350.00,100.0
3627,98096620,Beach House Upper,Kerleys Coastal Holidays,f,,Queenscliffe,1.0,$334.00,100.0
3628,98096620,Beach House Lower,Kerleys Coastal Holidays,f,,Queenscliffe,1.0,$332.00,100.0
3629,98096620,Beach House,Kerleys Coastal Holidays,f,,Queenscliffe,2.0,$466.00,100.0
3630,7768828,"Classic Beach House short walk to beach, pub, cafe",Ange,t,"Ocean Grove, Victoria, Australia",Greater Geelong,5.0,$257.00,96.0
3631,304397686,Great Geelong Newtown!  On the barwon river side,Chen(Aaron),t,,Greater Geelong,4.0,$185.00,96.0
3632,159878976,Seal Apartments - Two Bedrooms,Peter,f,,Colac Otway,3.0,$443.00,70.0
3633,53123379,Retro at Ocean Acres Retreat,Martyn,t,"Lorne, Victoria, Australia",Surf Coast,3.0,$259.00,100.0
3634,26338872,Family Beachside Retreat,Alicia,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$500.00,100.0
3635,51678707,Earthy Original Jan Juc Beach House – Pet Friendly,Ocean Edge Holiday Rentals: Rebecca,t,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$400.00,90.0
3636,305189012,PARKLAND RETREAT.  Privacy with a holiday feel.,Adrian,f,"Jan Juc, Victoria, Australia",Surf Coast,2.0,$176.00,98.0
3637,213629579,Ocean Escape! *Wine*Foxtel*Netflix*Outdoor Space,Janell,f,,Greater Geelong,5.0,$354.00,100.0
3638,152905045,Only 5 mins walk to water. Brand new townhouse,Jack,f,,Greater Geelong,2.0,$245.00,100.0
3639,23957321,The Hanley House. Heritage listed whalers cottage,Sarah,f,,Moyne,4.0,$450.00,
3640,305405748,Studio@thirty7,Denise,t,"Anglesea, Victoria, Australia",Surf Coast,1.0,$133.00,100.0
3641,41354857,"LIVING-SUN Geelong,Gateway to Great Ocean Road",Thomas,f,"South Geelong, Victoria, Australia",Greater Geelong,3.0,$119.00,96.0
3642,159878976,Deluxe 4 Bedroom Holiday home,Peter,f,,Colac Otway,6.0,"$1,170.00",75.0
3643,128302933,"⭐PINESTUDIO⭐BFast,WiFi,Nflx⭐Walk2Pizza,Liquor,Deli",Chris,t,"Norlane, Victoria, Australia",Greater Geelong,3.0,$128.00,97.0
3644,9730498,The Sunshine Shack,Elle-Rose,f,"Torquay, Victoria, Australia",Surf Coast,2.0,$243.00,93.0
3645,304612934,Port Campbell B&B,Amanda,t,"Port Campbell, Victoria, Australia",Corangamite,2.0,$176.00,97.0
3646,306084353,Barwon Shores Holiday Villa - Main St Location,Kirsten,t,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$175.00,95.0
3647,7370436,Absolute beach front !,Sally,f,,Surf Coast,5.0,$400.00,100.0
3648,60549990,A beach house amongst the trees.,Stuart,t,"Kennett River, Victoria, Australia",Colac Otway,4.0,$189.00,99.0
3649,135148162,Serene Torquay G/F Apartment with private Garden,Steve,t,"Serene Torquay, Victoria, Australia",Surf Coast,2.0,$149.00,99.0
3650,17985720,The Nest,Jillian,f,"Torquay, Victoria, Australia",Surf Coast,1.0,$60.00,96.0
3651,88613959,Unforgettable studio for family,Sahar,f,"Herne Hill, Victoria, Australia",Greater Geelong,3.0,$150.00,89.0
3652,214044623,Pine Haven Motel,Tarun,f,,Glenelg,2.0,$100.00,80.0
3653,305649153,Torquay By The Sea,Rossy,t,"Torquay, Victoria, Australia",Surf Coast,4.0,$764.00,99.0
3654,4316249,Modern townhouse in perfect Barwon Heads location,,,"Barwon Heads, Victoria, Australia",Greater Geelong,3.0,$350.00,98.0
3655,307318174,Seagarden  Retreat,Ian,t,"Johanna, Victoria, Australia",Colac Otway,2.0,$197.00,100.0
3656,98096620,Curragundi,Kerleys Coastal Holidays,f,,Queenscliffe,5.0,$433.00,92.0
3657,192794690,Spacious Modern Home in New Torquay - 25% OFF,Kevin,f,"Torquay, Victoria, Australia",Surf Coast,7.0,$242.00,92.0
3658,180053234,Little Waves @ St Leonards,Alice,t,,Greater Geelong,5.0,$264.00,99.0
3659,149491738,Southern Horizon,Hearns Accommodation,f,,Moyne,6.0,$300.00,
3660,53123379,Rosella at Ocean Acres Retreat,Martyn,t,,Surf Coast,1.0,$208.00,95.0
3661,129323140,Little Chloe's (only metres from the beach),Kelly,f,,Queenscliffe,0.0,$216.00,99.0
3662,98384524,Cora Lynn 3,Smyth Real Estate,f,,Surf Coast,3.0,$345.00,88.0
3663,52994324,The Lookout,Edwina,f,"Ocean Grove, Victoria, Australia",Greater Geelong,5.0,"$2,150.00",95.0
3664,98384524,Beach House Lorne,Smyth Real Estate,f,,Surf Coast,5.0,$307.00,83.0
3665,129945846,MONREPOS,Queenscliff And Coastal,f,"Point Lonsdale, Vic, Australia",Greater Geelong,5.0,$422.00,93.0
3666,308199311,Sea La Vie,Louise,f,,Greater Geelong,5.0,$410.00,96.0
3667,67184082,Grapefruit Cottage - self contained,Elizabeth,t,"Warrayure, Victoria, Australia",Southern Grampians,1.0,$92.00,98.0
3668,26834895,Perfect Summer Holiday Home with Plunge Pool,Jules,t,"Torquay, Victoria, Australia",Surf Coast,4.0,$750.00,
3669,34625413,The Beach Shack & Shanty (house plus bungalow!),Linda,t,"Apollo Bay, Victoria, Australia",Colac Otway,6.0,$783.00,100.0
3670,155479313,Ocean Grove HideAway Panoramic Views PET FRIENDLY!,Michelle,t,"Ocean Grove, Victoria, Australia",Greater Geelong,2.0,$299.00,96.0
3671,79165091,The Kosy Koala,Deborah,f,,Greater Geelong,4.0,$250.00,100.0
3672,308794453,"Relaxed, family-friendly home in Ocean Grove",John,f,,Greater Geelong,4.0,$264.00,100.0
3673,308823663,Ocean views with plenty of room to move - 5 BRs,Aaron,f,"Portarlington, Victoria, Australia",Greater Geelong,12.0,$386.00,96.0
3674,308828569,Charming miners Cottage in the Hip City of Geelong,Miranda And Anne,t,"Geelong, Victoria, Australia",Greater Geelong,4.0,$196.00,100.0
3675,119584372,Barwon Heads Loft Retreat,Karen,t,"Barwon Heads, Victoria, Australia",Greater Geelong,1.0,$299.00,100.0
3676,6492364,Family retreat with treetop surrounds,Cathryn,f,,Greater Geelong,4.0,$250.00,91.0
3677,308869825,Lumeah,Peter,f,"Barwon Heads, Victoria, Australia",Greater Geelong,3.0,$450.00,
3678,309055793,"Stylish, spacious, art-filled beach home!",Jodie J,f,"Point Lonsdale, Victoria, Australia",Queenscliffe,4.0,$280.00,100.0
3679,59660279,Stunning Main Beach Location - Anglesea,Karen,t,,Surf Coast,7.0,$479.00,99.0
3680,227503634,Life is a Beach!,Dianne,f,"Warrnambool, Victoria, Australia",Warrnambool,7.0,$333.00,100.0
3681,129945846,LONSDALE ON GLANEUSE,Queenscliff And Coastal,f,"Point Lonsdale, vic, Australia",Queenscliffe,4.0,$495.00,100.0
3682,51678707,Lillium Cove Surf Coast Retreat,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,7.0,$188.00,100.0
3683,225459189,Rose Cottage,Bellarine Getaways (Vic) Pty Ltd,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$221.00,80.0
3684,98096620,Osprey 2,Kerleys Coastal Holidays,f,,Queenscliffe,4.0,$255.00,83.0
3685,35438850,Stylish Architectural Townhouse in Quiet St,Kaylene,t,"East Geelong, Victoria, Australia",Greater Geelong,2.0,$299.00,98.0
3686,56623885,GEELONG@Smythe accommodation-casual & long term 2,Mary,t,"Geelong, Victoria, Australia",Greater Geelong,1.0,$50.00,100.0
3687,205798739,Family Coastal Getaway,Luke,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$350.00,92.0
3688,98096620,Relax in Luxury,Kerleys Coastal Holidays,f,,Queenscliffe,4.0,$365.00,100.0
3689,98096620,Charming Coastal Townhouse,Kerleys Coastal Holidays,f,,Queenscliffe,4.0,$280.00,100.0
3690,250407102,Point Lonsdale Charmer,Pavilion Short Stays,f,,Greater Geelong,5.0,$500.00,100.0
3691,269111154,Beach House Benefits with Stunning Rural Outlooks,Tamara,f,,Greater Geelong,5.0,"$1,000.00",100.0
3692,11535527,Sea Salt,Jenny,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$300.00,95.0
3693,310075340,Sea Echo,Ann & Bryan,f,,Surf Coast,4.0,$374.00,100.0
3694,302421626,A Stones Throw From The River - Anglesea,Helen At Ihostme,f,"Anglesea, Victoria, Australia",Surf Coast,4.0,$236.00,95.0
3695,48376157,Minimalist Studio in rural Victoria,Mick,t,"Camperdown, Victoria, Australia",Corangamite,2.0,$139.00,100.0
3696,212573803,Draft,Cameron,f,,Greater Geelong,0.0,$600.00,
3697,139321767,Bright New Anglesea Home in fantastic location,Lila,t,"Anglesea, Victoria, Australia",Surf Coast,3.0,$500.00,100.0
3698,299583664,Stylish and private room in brand new modern home,Umme,f,,Greater Geelong,1.0,$59.00,92.0
3699,98384524,Osprey,Smyth Real Estate,f,,Surf Coast,3.0,$326.00,96.0
3700,29902659,OENGGAUT,BGHoliday,f,"Ocean Grove, Victoria, Australia",Greater Geelong,3.0,$238.00,
3701,310559998,Studio Seven,Jen,t,"Hamilton, Victoria, Australia",Southern Grampians,2.0,$193.00,100.0
3702,98362024,Pleasant views - AI201,Great Ocean Retreats,f,"Aireys Inlet, Victoria, Australia",Surf Coast,6.0,$300.00,
3703,98362024,Stunning Architecturally Designed  - AI202,Great Ocean Retreats,f,,Surf Coast,4.0,$450.00,
3704,266248259,Coastal Heaven,Richard,f,"Aireys Inlet, Victoria, Australia",Surf Coast,5.0,$420.00,100.0
3705,16846534,Coastal Retreat - Beach /Bush Get Away,Susan,f,"Anglesea, Victoria, Australia",Surf Coast,3.0,$370.00,
3706,225459189,Ocean Waves,Bellarine Getaways (Vic) Pty Ltd,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$359.00,90.0
3707,225459189,Beach Haven on Hereford,Bellarine Getaways (Vic) Pty Ltd,f,"Portarlington, Victoria, Australia",Greater Geelong,4.0,$256.00,96.0
3708,43144291,The Cottage - Where the Ocean meets the Trees,Olivia,t,"Port Campbell, Victoria, Australia",Corangamite,4.0,$560.00,100.0
3709,310827612,Dawny's AirBnB,Dawn,f,"Portarlington, Victoria, Australia",Greater Geelong,4.0,$300.00,95.0
3710,310995481,Beach front getaway,James,f,,Greater Geelong,6.0,$680.00,97.0
3711,40453143,Finch Ocean Cottage,Anthony,f,,Greater Geelong,3.0,$225.00,97.0
3712,3302953,THE PINES - beachside living with sea views,Stephanie,t,,Greater Geelong,5.0,$629.00,97.0
3713,40360803,City Centre Accomm w/ BBQ Area - Ideal for Groups,Stephen,t,"Warrnambool, Victoria, Australia",Warrnambool,10.0,$451.00,100.0
3714,169780895,Modern Coastal Home 1km From Beach,Ryan,f,"Torquay, Victoria, Australia",Surf Coast,4.0,$500.00,100.0
3715,125309566,Jan Juc Sea View Magic - Ocean Views,Cherie,f,"Jan Juc, Victoria, Australia",Surf Coast,11.0,$536.00,95.0
3716,10814850,Seacroft Room 12 King Bed Ocean View,Sam,f,"Sugarloaf, Victoria, Australia",Colac Otway,1.0,$75.00,89.0
3717,109730619,Bottlebrush Cottage,George,t,"Newcomb, Victoria, Australia",Greater Geelong,5.0,$130.00,97.0
3718,124345891,Old Torquay 80’s beach-house & garden.,Mary,t,"Torquay, Victoria, Australia",Surf Coast,4.0,$166.00,98.0
3719,71929899,Luxurious New Home in Ocean Grove,Yvette,f,"Ocean Grove, Victoria, Australia",Greater Geelong,5.0,$200.00,100.0
3720,107389523,Killarney Beach Retreat - Guest Suite Two,Helen,t,"Killarney, Victoria, Australia",Moyne,1.0,$130.00,99.0
3721,312092740,GlenRiverHouse,Pamela & Paul,f,,Glenelg,6.0,$199.00,99.0
3722,159878976,Deluxe 4 Bedroom Holiday home -,Peter,f,,Colac Otway,6.0,"$1,273.00",
3723,51678707,Casuarina Coast Family Beach House,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,5.0,$493.00,98.0
3724,84586909,Ocean View Treetops Retreat,Great Ocean Road Holidays,f,,Colac Otway,4.0,$249.00,96.0
3725,84586909,Treetops Terrace 10 @ C-Air,Great Ocean Road Holidays,f,,Colac Otway,5.0,$265.00,97.0
3726,84586909,Last Resort,Great Ocean Road Holidays,f,,Colac Otway,3.0,$276.00,100.0
3727,84586909,Low - Central Location & Close To The Beach,Great Ocean Road Holidays,f,,Colac Otway,4.0,$163.00,86.0
3728,129068180,Allestree Holiday Units  Unit 5,Jenny,f,"Allestree, Victoria, Australia",Glenelg,3.0,$120.00,93.0
3729,51678707,Palm View Townhouse in Walk-Everywhere Position,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,4.0,$306.00,92.0
3730,139347924,Peace of Paradise Rural Retreat,Corinna,f,"Apollo Bay, Victoria, Australia",Colac Otway,2.0,$175.00,99.0
3731,211808422,Lara Short Stay's .... Homestead Hideaway,Julie,t,"Lara, Victoria, Australia",Greater Geelong,3.0,$129.00,99.0
3732,312459619,Self-contained suite in Torquay.,Carole,t,"Torquay, Victoria, Australia",Surf Coast,1.0,$99.00,99.0
3733,11132246,Perfection At Its Best!,Glen,f,,Greater Geelong,5.0,$295.00,100.0
3734,32797761,River House 2 - Lorne Holiday Stays,Lorne Holiday,t,,Surf Coast,2.0,$370.00,97.0
3735,154813436,Drumour,Tiny Away,t,"Beeac, Victoria, Australia",Colac Otway,2.0,$209.00,100.0
3736,253092594,"WALK TO SHOPS, CAFE’S, BARS & BEACH.",Jodie,f,"Ocean Grove, Victoria, Australia",Greater Geelong,2.0,$350.00,87.0
3737,51678707,Family beach house only 200 metres from beach,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,3.0,$345.00,99.0
3738,84586909,Il Mare (The Ocean),Great Ocean Road Holidays,f,,Colac Otway,4.0,$505.00,
3739,14098164,"Scandi on Strath - large, light filled family home",Alex,f,"Jan Juc, Victoria, Australia",Surf Coast,4.0,$864.00,100.0
3740,32866713,Coastal Sands - Family Beach Getaway in Old Grove,Stephanie & Matthew,t,"Ocean Grove, Victoria, Australia",Greater Geelong,5.0,$236.00,98.0
3741,59995113,Our Cosy Corner.,Chris,f,"Torquay, Victoria, Australia",Surf Coast,3.0,$300.00,100.0
3742,91374972,Sea Breeze - a little touch of paradise,Bernadette,t,"Apollo Bay, Victoria, Australia",Colac Otway,2.0,$191.00,97.0
3743,61015516,One Wallace - Central and 400m from the racecourse,Nathan,t,,Warrnambool,2.0,$230.00,95.0
3744,300166514,COSMOPOLITAN RETREAT,Jacinta At Ihostme,f,"Geelong West, Victoria, Australia",Greater Geelong,3.0,$245.00,98.0
3745,129562,Inis Mor *NEW LISTING * in the heart of Apollo Bay,Sharee,t,,Colac Otway,4.0,$305.00,100.0
3746,129945846,BELLA CASA,Queenscliff And Coastal,f,"QUEENSCLIFF, Victoria, Australia",Queenscliffe,2.0,$365.00,
3747,158373639,"Craypot Cottage - Port Campbell, Victoria",Jayde,f,,Corangamite,4.0,$364.00,97.0
3748,98096620,Thelassa,Kerleys Coastal Holidays,f,,Queenscliffe,5.0,$330.00,95.0
3749,274598773,Jan Juc Summer Home :),Jess,f,"Jan Juc, Victoria, Australia",Surf Coast,3.0,$700.00,90.0
3750,184187902,Large and bright coastal oasis,Josh,f,,Surf Coast,4.0,$450.00,100.0
3751,236904016,A Beautiful Getaway in the Otway Ranges ⭐️ FREE BOTTLE OF WINE ⭐️ Cottage 1 with Hot Tub,Shelley,f,"Barongarook West, Victoria, Australia",Colac Otway,2.0,$299.00,91.0
3752,1348455,Peaceful bungalow on Edgar street,Tracey,t,"Portland, Victoria, Australia",Glenelg,2.0,$73.00,100.0
3753,149021724,Boho Place - Ocean Grove,Luiza,f,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$270.00,97.0
3754,93034758,Timboon  Family Retreat Sleeps 8,Leanne,t,,Corangamite,5.0,$200.00,100.0
3755,51748440,Inveray Beach House 11,Reservations Team,f,,Surf Coast,5.0,$391.00,65.0
3756,313644419,29 on Pitcher,Barbara,t,,Corangamite,1.0,$110.00,100.0
3757,282281252,Beautiful beach views! Family & pet friendly,Tammy,t,"Portarlington, Victoria, Australia",Greater Geelong,3.0,$207.00,96.0
3758,68601670,Scotshaven,Langleys Accommodation,t,,Moyne,4.0,$259.00,87.0
3759,57688641,The Shed @ Mepunga Country Stay,Wendy,f,"Mepunga West, Victoria, Australia",Moyne,3.0,$103.00,92.0
3760,98362024,Ocean Views - FH114,Great Ocean Retreats,f,,Surf Coast,8.0,$429.00,
3761,121747598,Hilltop Apartment 2BR Apartment (with Wifi),Gail,t,"Ocean Grove, Victoria, Australia",Greater Geelong,3.0,$183.00,100.0
3762,314621982,Great Ocean Road Cottage,Greg,f,"Peterborough, Victoria, Australia",Moyne,3.0,$150.00,96.0
3763,212573803,River Views,Cameron,f,,Greater Geelong,3.0,$650.00,96.0
3764,39878041,Private & peaceful resort style apartment,Melissa,f,"Torquay, Victoria, Australia",Surf Coast,3.0,$400.00,95.0
3765,51678707,"Ocean Star Near Parks, Shops And Beaches",Ocean Edge Holiday Rentals: Rebecca,t,"Ocean Grove, Victoria, Australia",Greater Geelong,4.0,$349.00,100.0
3766,84586909,SANDY BEACH APT 4 - Location and wifi are everything!,Great Ocean Road Holidays,f,,Surf Coast,2.0,$298.00,88.0
3767,20744596,Sea Level on Schomberg,Mellissa,t,,Moyne,4.0,$371.00,100.0
3768,5311332,The Terrace Beach Shack,Karen,t,,Greater Geelong,3.0,$250.00,98.0
3769,84586909,Birdsong,Great Ocean Road Holidays,f,,Colac Otway,3.0,$509.00,100.0
3770,310007365,Trev’s place!!,Chris,f,"Barwon Heads, Victoria, Australia",Greater Geelong,4.0,$350.00,93.0
3771,292978465,"Ellanor, Glampavaning by the beach Aireys Inlet.",Kendra,f,"Aireys Inlet, Victoria, Australia",Surf Coast,1.0,$100.00,94.0
3772,15148240,BUNDARRA BNB & SPA. Your Getaway to the Bellarine,Mason,t,"Clifton Springs, Victoria, Australia",Greater Geelong,2.0,$131.00,98.0
3773,315170754,Decked Out Torquay - Central chic apartment w pool,Lori,f,"Torquay, Victoria, Australia",Surf Coast,5.0,$216.00,93.0
3774,39175909,Tranquility on Milford - New 3 bedroom beach house,Raelene,t,"Apollo Bay, Victoria, Australia",Colac Otway,3.0,$250.00,100.0
3775,314531274,Farmstay,Linda,t,,Corangamite,1.0,$79.00,100.0
3776,315662892,Seaview OG (4Bed/2.5Bath/Views),Andrew,f,"Ocean Grove, Victoria, Australia",Greater Geelong,6.0,$471.00,90.0
3777,98096620,Contemporary and Luxury,Kerleys Coastal Holidays,f,,Queenscliffe,3.0,$325.00,100.0
3778,98362024,Substantial Six Bedroom Residence - AS126,Great Ocean Retreats,f,,Surf Coast,12.0,$400.00,88.0
3779,51678707,"Ananda by the Sea,  incredible location",Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,6.0,$343.00,97.0
3780,20744596,Sea level & loft combined,Mellissa,t,,Moyne,5.0,$391.00,93.0
3781,72585830,Dick’s Place with Space and a View,Adam,f,,Greater Geelong,4.0,$459.00,100.0
3782,315934310,202 Soho Luxury Apartment,Hilary,t,,Greater Geelong,3.0,$140.00,96.0
3783,315971751,Central Oasis,Dion,t,"Portland, Victoria, Australia",Glenelg,3.0,$150.00,98.0
3784,170559923,Tammy’s Place Ocean Views Portland Victoria,Tammy,t,"Portland, Victoria, Australia",Glenelg,2.0,$150.00,97.0
3785,68450602,Glamping in the Yard - Private Room,Saul,t,"Ocean Grove, Victoria, Australia",Greater Geelong,1.0,$106.00,100.0
3786,84586909,Joy Apartment 1,Great Ocean Road Holidays,f,,Surf Coast,2.0,$393.00,89.0
3787,84586909,Joy Apartment 3,Great Ocean Road Holidays,f,,Surf Coast,4.0,$487.00,100.0
3788,84586909,Joy Apartment 4,Great Ocean Road Holidays,f,,Surf Coast,4.0,$487.00,99.0
3789,84586909,Joy Apartment 5,Great Ocean Road Holidays,f,,Surf Coast,1.0,$183.00,79.0
3790,113930917,Modern light and bright 2 Bdrm Villa for up to 4,Matthew,f,"Newtown, Victoria, Australia",Greater Geelong,2.0,$120.00,96.0
3791,84586909,Lorne Suite Lorne,Great Ocean Road Holidays,f,,Surf Coast,3.0,$296.00,90.0
3792,128836098,Ocean-side retreat with bush & farm views!,Isla,t,"Skenes Creek, Victoria, Australia",Colac Otway,4.0,$307.00,100.0
3793,300166514,THE RYAN Geelong CBD,Jacinta At Ihostme,f,"Geelong, Victoria, Australia",Greater Geelong,3.0,$320.00,98.0
3794,225791131,16 The Fairway Club,Nick,f,,Surf Coast,5.0,$464.00,90.0
3795,68601670,Connolly House,Langleys Accommodation,t,,Moyne,4.0,$447.00,100.0
3796,628016,Family holiday paradise - new modern beach house,Yuni And Mathew,t,,Surf Coast,6.0,$447.00,98.0
3797,107105906,80s.   Vibe,Noel,t,"Apollo Bay, Victoria, Australia",Colac Otway,6.0,$202.00,97.0
3798,14880532,Secret Garden,Emma,t,"Geelong West, Victoria, Australia",Greater Geelong,3.0,$125.00,98.0
3799,588526,Picture Perfect Paradise - Lorne,Jane,t,"Lorne, Victoria, Australia",Surf Coast,4.0,$370.00,99.0
3800,28354791,Historic 1870s Old Market Inn · Mason Suite,Kym,t,"Port Fairy, Victoria, Australia",Moyne,1.0,$333.00,100.0
3801,51678707,Cowrie House Ocean Views 500m to Beach,Ocean Edge Holiday Rentals: Rebecca,t,"Torquay, Victoria, Australia",Surf Coast,10.0,$493.00,93.0
3802,84586909,"Gunyha - First Class! Ocean Views, Walk TO Beach, Pets",Great Ocean Road Holidays,f,,Colac Otway,6.0,$468.00,93.0
3803,317313907,Elanora - Home by the Sea,Ashlea,f,"Ocean Grove, Victoria, Australia",Greater Geelong,7.0,$303.00,97.0
3804,370851628,The superb Jan Juc Sanctuary,Melissa - Airready Management,f,,Surf Coast,5.0,$357.00,99.0
3805,317588880,"""Honey House"" Great Location, Free Wifi, Smart TV",Neville And Wendy,t,,Colac Otway,4.0,$160.00,96.0
3806,73098170,Connewarre Nest,Carolyn,t,"Connewarre, Victoria, Australia",Surf Coast,1.0,$145.00,100.0
3807,250407102,Collendina Beach House,Pavilion Short Stays,f,,Greater Geelong,7.0,$290.00,89.0
3808,2051062,Surf coast bush retreat,Laura,t,"Bellbrae, Victoria, Australia",Surf Coast,3.0,$280.00,96.0
3809,265534162,The Boatshed at Barwon Heads,Pat,t,,Greater Geelong,1.0,$150.00,99.0
3810,32533472,Beacon Vista,Heather,t,"Clifton Springs, Victoria, Australia",Greater Geelong,3.0,$143.00,97.0
3811,178204176,Macadamia House Victorian Classic Modern Comfort,Glenn,t,"Drysdale, Victoria, Australia",Greater Geelong,5.0,$186.00,99.0
3812,317929426,Royal Villa exclusive villa with private chef,Royal Villa,t,,Surf Coast,7.0,$793.00,98.0
3813,225791131,17 The Fairway Club,Nick,f,,Surf Coast,6.0,$500.00,80.0
3814,98282819,BIG4 Apollo Bay Deluxe Cabin 5 berth,Tony,f,"Apollo Bay, Victoria, Australia",Colac Otway,4.0,$220.00,90.0
3815,98282819,BIG4 Apollo Bay Standard Cabin 4 berth,Tony,f,"Apollo Bay, Victoria, Australia",Colac Otway,2.0,$197.00,93.0
3816,98282819,BIG4 Apollo Bay Deluxe Cabin 6 berth,Tony,f,"Apollo Bay, Victoria, Australia",Colac Otway,5.0,$220.00,100.0
3817,98282819,BIG4 Apollo Bay Standard Cabin 5 berth,Tony,f,"Apollo Bay, Victoria, Australia",Colac Otway,4.0,$221.00,100.0
